big_category,mid_category,product_name,brand,like,price,product_img,codi_img,tags
모자,캡/야구 모자,COOLEST FARMER BALL CAP - LIGHT GREY,EN OR,65,,https://image.msscdn.net/images/goods_img/20230503/3274050/3274050_16830897112619_500.jpg,,
여성 가방,크로스백,모나 투웨이 크로스백 / 브라운,DUMARO,"5,459","82,500원",https://image.msscdn.net/images/goods_img/20231112/3704928/3704928_16997976019418_500.jpg,,
스니커즈,패션스니커즈화,삼바 OG - 바이올렛:블랙 / IE7012,ADIDAS,"1,148",,https://image.msscdn.net/images/goods_img/20231103/3682250/3682250_16989951262264_500.jpg,,
,,,,,,,https://image.msscdn.net/images/codimap/detail/28069/detail_28069_1_500.jpg?202401121101,"['#겨울', '#아메카지', '#절개', '#핀턱', '#와이드핏', '#체크', '#레터링', '#믹스매치', '#기타 상의', '#데님 팬츠', '#두마로', '#메신저/크로스 백', '#블랭크룸 우먼', '#슈트/블레이저 재킷', '#아디다스', '#어나더 오피스', '#엔오르', '#캡/야구 모자', '#크로스백', '#패션스니커즈화', '#코디맵']"
아우터,숏패딩/숏헤비 아우터,여성 퀼팅 립스탑 라이닝 W QUILTED RIPSTOP LINIG,OUTDOOR PRODUCTS,219,"159,000원",https://image.msscdn.net/images/goods_img/20220823/2737230/2737230_6_500.jpg,,
상의,기타 상의,버튼업 포켓 아노락_그린,ROMANTIC CROWN,536,"88,000원",https://image.msscdn.net/images/goods_img/20220210/2352810/2352810_1_500.jpg,,
스커트,미디스커트,벌룬 스커트 BALLOON SKIRT,OUTDOOR PRODUCTS,41,,https://image.msscdn.net/images/goods_img/20230830/3512652/3512652_16933620820975_500.jpg,,
가방,메신저/크로스 백,133109 바디 백 133109  Body bag,OUTDOOR PRODUCTS,43,,https://image.msscdn.net/images/goods_img/20230202/3056584/3056584_16762606453434_500.jpg,,
신발,부츠,CLOUDY SNOW BOOTS - 2color,ROCKFISH WEATHERWEAR,"2,622","166,000원",https://image.msscdn.net/images/goods_img/20231019/3639564/3639564_16977805384110_500.jpg,,
,,,,,,,https://image.msscdn.net/images/codimap/detail/28058/detail_28058_1_500.jpg?202401121101,"['#겨울', '#아메카지', '#경량패딩', '#컬러블록', '#카고', '#로고플레이', '#퍼', '#방한', '#기타 상의', '#락피쉬웨더웨어', '#로맨틱크라운', '#메신저/크로스 백', '#미디스커트', '#부츠', '#숏패딩/숏헤비 아우터', '#아웃도어 프로덕츠', '#코디맵']"
아우터,무스탕/퍼,빅칼라 에코 무스탕  브라운 (112Y3VBYED),8SECONDS,517,"129,900원",https://image.msscdn.net/images/goods_img/20221115/2942153/2942153_2_500.jpg,,
상의,니트/스웨터,Pattern knit (oat gray),BLUEBRICK,57,,https://image.msscdn.net/images/goods_img/20231016/3630497/3630497_16976176891999_500.jpg,,
바지,기타 바지,Corduroy bermuda pants (cream),BLUEBRICK,246,,https://image.msscdn.net/images/goods_img/20231004/3601258/3601258_16974231565283_500.jpg,,
여성 가방,크로스백,LW 앨리스L,4DEAWORKS,77,"205,000원",https://image.msscdn.net/images/goods_img/20200903/1583295/1583295_16885410027393_500.jpg,,
신발,부츠,ljh1021 biker long boots _ 2colors,FRI FLA,662,"139,000원",https://image.msscdn.net/images/goods_img/20230907/3540583/3540583_16940680852114_500.jpg,,
,,,,,,,https://image.msscdn.net/images/codimap/detail/28026/detail_28026_1_500.jpg?202401121101,"['#겨울', '#아메카지', '#기타 바지', '#니트/스웨터', '#메신저/크로스 백', '#무스탕/퍼', '#부츠', '#블루브릭', '#에잇세컨즈', '#크로스백', '#포디어웍스', '#프리플라', '#빅카라', '#코듀로이', '#뉴트럴톤', '#코디맵']"
